county,city,date,no2_units,no2_mean,no2_aqi,o3_units,o3_mean,o3_aqi,so2_units,so2_mean,so2_aqi,co_units,co_mean,co_aqi
Maricopa,Phoenix,1/1/2000,Parts per billion,19.041667,46,Parts per million,0.0225,34,Parts per billion,3,13,Parts per million,1.145833,
Maricopa,Phoenix,1/1/2000,Parts per billion,19.041667,46,Parts per million,0.0225,34,Parts per billion,3,13,Parts per million,0.878947,25
Maricopa,Phoenix,1/1/2000,Parts per billion,19.041667,46,Parts per million,0.0225,34,Parts per billion,2.975,,Parts per million,1.145833,
Maricopa,Phoenix,1/1/2000,Parts per billion,19.041667,46,Parts per million,0.0225,34,Parts per billion,2.975,,Parts per million,0.878947,25
Maricopa,Phoenix,1/2/2000,Parts per billion,22.958333,34,Parts per million,0.013375,27,Parts per billion,1.958333,4,Parts per million,0.85,
Maricopa,Phoenix,1/2/2000,Parts per billion,22.958333,34,Parts per million,0.013375,27,Parts per billion,1.958333,4,Parts per million,1.066667,26
Maricopa,Phoenix,1/2/2000,Parts per billion,22.958333,34,Parts per million,0.013375,27,Parts per billion,1.9375,,Parts per million,0.85,
Maricopa,Phoenix,1/2/2000,Parts per billion,22.958333,34,Parts per million,0.013375,27,Parts per billion,1.9375,,Parts per million,1.066667,26
Maricopa,Phoenix,1/3/2000,Parts per billion,38.125,48,Parts per million,0.007958,14,Parts per billion,5.25,16,Parts per million,1.929167,
Maricopa,Phoenix,1/3/2000,Parts per billion,38.125,48,Parts per million,0.007958,14,Parts per billion,5.25,16,Parts per million,1.7625,28
Maricopa,Phoenix,1/3/2000,Parts per billion,38.125,48,Parts per million,0.007958,14,Parts per billion,5.2,,Parts per million,1.929167,
Maricopa,Phoenix,1/3/2000,Parts per billion,38.125,48,Parts per million,0.007958,14,Parts per billion,5.2,,Parts per million,1.7625,28
Maricopa,Phoenix,1/4/2000,Parts per billion,40.26087,72,Parts per million,0.014167,28,Parts per billion,7.083333,23,Parts per million,1.991667,
Maricopa,Phoenix,1/4/2000,Parts per billion,40.26087,72,Parts per million,0.014167,28,Parts per billion,7.083333,23,Parts per million,1.829167,34
Maricopa,Phoenix,1/4/2000,Parts per billion,40.26087,72,Parts per million,0.014167,28,Parts per billion,7.05,,Parts per million,1.991667,
Maricopa,Phoenix,1/4/2000,Parts per billion,40.26087,72,Parts per million,0.014167,28,Parts per billion,7.05,,Parts per million,1.829167,34
Maricopa,Phoenix,1/5/2000,Parts per billion,48.45,58,Parts per million,0.006667,10,Parts per billion,8.708333,21,Parts per million,2.620833,
Maricopa,Phoenix,1/5/2000,Parts per billion,48.45,58,Parts per million,0.006667,10,Parts per billion,8.708333,21,Parts per million,2.7,42
Maricopa,Phoenix,1/5/2000,Parts per billion,48.45,58,Parts per million,0.006667,10,Parts per billion,8.7,,Parts per million,2.620833,
Maricopa,Phoenix,1/5/2000,Parts per billion,48.45,58,Parts per million,0.006667,10,Parts per billion,8.7,,Parts per million,2.7,42
Maricopa,Phoenix,1/6/2000,Parts per billion,39.95,71,Parts per million,0.01175,21,Parts per billion,6.761905,24,Parts per million,1.973913,
Maricopa,Phoenix,1/6/2000,Parts per billion,39.95,71,Parts per million,0.01175,21,Parts per billion,6.761905,24,Parts per million,2.308333,41
Maricopa,Phoenix,1/6/2000,Parts per billion,39.95,71,Parts per million,0.01175,21,Parts per billion,7.066667,,Parts per million,1.973913,
Maricopa,Phoenix,1/6/2000,Parts per billion,39.95,71,Parts per million,0.01175,21,Parts per billion,7.066667,,Parts per million,2.308333,41
Maricopa,Phoenix,1/7/2000,Parts per billion,29.625,41,Parts per million,0.011625,20,Parts per billion,8.666667,30,Parts per million,2.3625,
Maricopa,Phoenix,1/7/2000,Parts per billion,29.625,41,Parts per million,0.011625,20,Parts per billion,8.666667,30,Parts per million,1.829167,40
Maricopa,Phoenix,1/7/2000,Parts per billion,29.625,41,Parts per million,0.011625,20,Parts per billion,8.6375,,Parts per million,2.3625,
Maricopa,Phoenix,1/7/2000,Parts per billion,29.625,41,Parts per million,0.011625,20,Parts per billion,8.6375,,Parts per million,1.829167,40
Maricopa,Phoenix,1/8/2000,Parts per billion,29.666667,39,Parts per million,0.00975,17,Parts per billion,8.25,26,Parts per million,2.541667,
Maricopa,Phoenix,1/8/2000,Parts per billion,29.666667,39,Parts per million,0.00975,17,Parts per billion,8.25,26,Parts per million,2.7875,57
Maricopa,Phoenix,1/8/2000,Parts per billion,29.666667,39,Parts per million,0.00975,17,Parts per billion,8.2125,,Parts per million,2.541667,
Maricopa,Phoenix,1/8/2000,Parts per billion,29.666667,39,Parts per million,0.00975,17,Parts per billion,8.2125,,Parts per million,2.7875,57
Maricopa,Phoenix,1/9/2000,Parts per billion,25.083333,35,Parts per million,0.010792,19,Parts per billion,6.5,19,Parts per million,1.729167,
Maricopa,Phoenix,1/9/2000,Parts per billion,25.083333,35,Parts per million,0.010792,19,Parts per billion,6.5,19,Parts per million,1.675,32
Maricopa,Phoenix,1/9/2000,Parts per billion,25.083333,35,Parts per million,0.010792,19,Parts per billion,6.475,,Parts per million,1.729167,
Maricopa,Phoenix,1/9/2000,Parts per billion,25.083333,35,Parts per million,0.010792,19,Parts per billion,6.475,,Parts per million,1.675,32
Maricopa,Phoenix,1/10/2000,Parts per billion,37.666667,68,Parts per million,0.008458,13,Parts per billion,9.958333,30,Parts per million,2.341667,
Maricopa,Phoenix,1/10/2000,Parts per billion,37.666667,68,Parts per million,0.008458,13,Parts per billion,9.958333,30,Parts per million,2.179167,42
Maricopa,Phoenix,1/10/2000,Parts per billion,37.666667,68,Parts per million,0.008458,13,Parts per billion,9.925,,Parts per million,2.341667,
Maricopa,Phoenix,1/10/2000,Parts per billion,37.666667,68,Parts per million,0.008458,13,Parts per billion,9.925,,Parts per million,2.179167,42
Maricopa,Phoenix,1/11/2000,Parts per billion,50.5,80,Parts per million,0.008417,14,Parts per billion,11.625,34,Parts per million,2.604167,
Maricopa,Phoenix,1/11/2000,Parts per billion,50.5,80,Parts per million,0.008417,14,Parts per billion,11.625,34,Parts per million,2.533333,51
Maricopa,Phoenix,1/11/2000,Parts per billion,50.5,80,Parts per million,0.008417,14,Parts per billion,11.6,,Parts per million,2.604167,
Maricopa,Phoenix,1/11/2000,Parts per billion,50.5,80,Parts per million,0.008417,14,Parts per billion,11.6,,Parts per million,2.533333,51
Maricopa,Phoenix,1/12/2000,Parts per billion,49.125,80,Parts per million,0.008208,12,Parts per billion,10.916667,37,Parts per million,2.295833,
Maricopa,Phoenix,1/12/2000,Parts per billion,49.125,80,Parts per million,0.008208,12,Parts per billion,10.916667,37,Parts per million,2.316667,48
Maricopa,Phoenix,1/12/2000,Parts per billion,49.125,80,Parts per million,0.008208,12,Parts per billion,10.875,,Parts per million,2.295833,
Maricopa,Phoenix,1/12/2000,Parts per billion,49.125,80,Parts per million,0.008208,12,Parts per billion,10.875,,Parts per million,2.316667,48
Maricopa,Phoenix,1/13/2000,Parts per billion,73.285714,104,Parts per million,0.006167,8,Parts per billion,10.952381,30,Parts per million,3.136364,
Maricopa,Phoenix,1/13/2000,Parts per billion,73.285714,104,Parts per million,0.006167,8,Parts per billion,10.952381,30,Parts per million,2.958333,52
Maricopa,Phoenix,1/13/2000,Parts per billion,73.285714,104,Parts per million,0.006167,8,Parts per billion,11.766667,,Parts per million,3.136364,
Maricopa,Phoenix,1/13/2000,Parts per billion,73.285714,104,Parts per million,0.006167,8,Parts per billion,11.766667,,Parts per million,2.958333,52
Maricopa,Phoenix,1/14/2000,Parts per billion,66.541667,105,Parts per million,0.008708,15,Parts per billion,11.625,41,Parts per million,3.0125,
Maricopa,Phoenix,1/14/2000,Parts per billion,66.541667,105,Parts per million,0.008708,15,Parts per billion,11.625,41,Parts per million,3.575,59
Maricopa,Phoenix,1/14/2000,Parts per billion,66.541667,105,Parts per million,0.008708,15,Parts per billion,11.5875,,Parts per million,3.0125,
Maricopa,Phoenix,1/14/2000,Parts per billion,66.541667,105,Parts per million,0.008708,15,Parts per billion,11.5875,,Parts per million,3.575,59
Maricopa,Phoenix,1/15/2000,Parts per billion,53.166667,86,Parts per million,0.010625,19,Parts per billion,9.583333,31,Parts per million,2.754167,
Maricopa,Phoenix,1/15/2000,Parts per billion,53.166667,86,Parts per million,0.010625,19,Parts per billion,9.583333,31,Parts per million,2.175,51
Maricopa,Phoenix,1/15/2000,Parts per billion,53.166667,86,Parts per million,0.010625,19,Parts per billion,9.55,,Parts per million,2.754167,
Maricopa,Phoenix,1/15/2000,Parts per billion,53.166667,86,Parts per million,0.010625,19,Parts per billion,9.55,,Parts per million,2.175,51
Maricopa,Phoenix,1/16/2000,Parts per billion,45.75,71,Parts per million,0.01075,19,Parts per billion,6.458333,19,Parts per million,1.5625,
Maricopa,Phoenix,1/16/2000,Parts per billion,45.75,71,Parts per million,0.01075,19,Parts per billion,6.458333,19,Parts per million,1.9625,54
Maricopa,Phoenix,1/16/2000,Parts per billion,45.75,71,Parts per million,0.01075,19,Parts per billion,6.4375,,Parts per million,1.5625,
Maricopa,Phoenix,1/16/2000,Parts per billion,45.75,71,Parts per million,0.01075,19,Parts per billion,6.4375,,Parts per million,1.9625,54
Maricopa,Phoenix,1/17/2000,Parts per billion,59.25,101,Parts per million,0.008375,13,Parts per billion,8.5,27,Parts per million,2.233333,
Maricopa,Phoenix,1/17/2000,Parts per billion,59.25,101,Parts per million,0.008375,13,Parts per billion,8.5,27,Parts per million,1.9875,44
Maricopa,Phoenix,1/17/2000,Parts per billion,59.25,101,Parts per million,0.008375,13,Parts per billion,8.45,,Parts per million,2.233333,
Maricopa,Phoenix,1/17/2000,Parts per billion,59.25,101,Parts per million,0.008375,13,Parts per billion,8.45,,Parts per million,1.9875,44
Maricopa,Phoenix,1/18/2000,Parts per billion,66.791667,101,Parts per million,0.006333,8,Parts per billion,12.166667,33,Parts per million,2.991667,
Maricopa,Phoenix,1/18/2000,Parts per billion,66.791667,101,Parts per million,0.006333,8,Parts per billion,12.166667,33,Parts per million,2.891667,55
Maricopa,Phoenix,1/18/2000,Parts per billion,66.791667,101,Parts per million,0.006333,8,Parts per billion,12.125,,Parts per million,2.991667,
Maricopa,Phoenix,1/18/2000,Parts per billion,66.791667,101,Parts per million,0.006333,8,Parts per billion,12.125,,Parts per million,2.891667,55
Maricopa,Phoenix,1/19/2000,Parts per billion,59.041667,86,Parts per million,0.006958,11,Parts per billion,10.166667,31,Parts per million,2.533333,
Maricopa,Phoenix,1/19/2000,Parts per billion,59.041667,86,Parts per million,0.006958,11,Parts per billion,10.166667,31,Parts per million,2.65,55
Maricopa,Phoenix,1/19/2000,Parts per billion,59.041667,86,Parts per million,0.006958,11,Parts per billion,10.1375,,Parts per million,2.533333,
Maricopa,Phoenix,1/19/2000,Parts per billion,59.041667,86,Parts per million,0.006958,11,Parts per billion,10.1375,,Parts per million,2.65,55
Maricopa,Phoenix,1/20/2000,Parts per billion,48.357143,63,Parts per million,0.0085,14,Parts per billion,9.391304,24,Parts per million,2.231818,
Maricopa,Phoenix,1/20/2000,Parts per billion,48.357143,63,Parts per million,0.0085,14,Parts per billion,9.391304,24,Parts per million,2.366667,47
Maricopa,Phoenix,1/20/2000,Parts per billion,48.357143,63,Parts per million,0.0085,14,Parts per billion,9.5,,Parts per million,2.231818,
Maricopa,Phoenix,1/20/2000,Parts per billion,48.357143,63,Parts per million,0.0085,14,Parts per billion,9.5,,Parts per million,2.366667,47
Maricopa,Phoenix,1/21/2000,Parts per billion,54.5,58,Parts per million,0.008542,12,Parts per billion,7.958333,24,Parts per million,2.020833,
Maricopa,Phoenix,1/21/2000,Parts per billion,54.5,58,Parts per million,0.008542,12,Parts per billion,7.958333,24,Parts per million,1.9125,40
Maricopa,Phoenix,1/21/2000,Parts per billion,54.5,58,Parts per million,0.008542,12,Parts per billion,7.9,,Parts per million,2.020833,
Maricopa,Phoenix,1/21/2000,Parts per billion,54.5,58,Parts per million,0.008542,12,Parts per billion,7.9,,Parts per million,1.9125,40
Maricopa,Phoenix,1/22/2000,Parts per billion,38.083333,62,Parts per million,0.010583,17,Parts per billion,6.875,20,Parts per million,1.875,
Maricopa,Phoenix,1/22/2000,Parts per billion,38.083333,62,Parts per million,0.010583,17,Parts per billion,6.875,20,Parts per million,1.9125,43
Maricopa,Phoenix,1/22/2000,Parts per billion,38.083333,62,Parts per million,0.010583,17,Parts per billion,6.85,,Parts per million,1.875,
Maricopa,Phoenix,1/22/2000,Parts per billion,38.083333,62,Parts per million,0.010583,17,Parts per billion,6.85,,Parts per million,1.9125,43
Maricopa,Phoenix,1/23/2000,Parts per billion,37.958333,64,Parts per million,0.016292,31,Parts per billion,6.791667,20,Parts per million,1.8625,
Maricopa,Phoenix,1/23/2000,Parts per billion,37.958333,64,Parts per million,0.016292,31,Parts per billion,6.791667,20,Parts per million,1.979167,45
Maricopa,Phoenix,1/23/2000,Parts per billion,37.958333,64,Parts per million,0.016292,31,Parts per billion,6.7625,,Parts per million,1.8625,
Maricopa,Phoenix,1/23/2000,Parts per billion,37.958333,64,Parts per million,0.016292,31,Parts per billion,6.7625,,Parts per million,1.979167,45
Maricopa,Phoenix,1/24/2000,Parts per billion,53.333333,76,Parts per million,0.011417,19,Parts per billion,9.083333,26,Parts per million,1.991667,
Maricopa,Phoenix,1/24/2000,Parts per billion,53.333333,76,Parts per million,0.011417,19,Parts per billion,9.083333,26,Parts per million,1.979167,38
Maricopa,Phoenix,1/24/2000,Parts per billion,53.333333,76,Parts per million,0.011417,19,Parts per billion,9.05,,Parts per million,1.991667,
Maricopa,Phoenix,1/24/2000,Parts per billion,53.333333,76,Parts per million,0.011417,19,Parts per billion,9.05,,Parts per million,1.979167,38
Maricopa,Phoenix,1/25/2000,Parts per billion,42.583333,56,Parts per million,0.009917,17,Parts per billion,7.833333,16,Parts per million,1.229167,
Maricopa,Phoenix,1/25/2000,Parts per billion,42.583333,56,Parts per million,0.009917,17,Parts per billion,7.833333,16,Parts per million,1.554167,33
Maricopa,Phoenix,1/25/2000,Parts per billion,42.583333,56,Parts per million,0.009917,17,Parts per billion,7.8,,Parts per million,1.229167,
Maricopa,Phoenix,1/25/2000,Parts per billion,42.583333,56,Parts per million,0.009917,17,Parts per billion,7.8,,Parts per million,1.554167,33
Maricopa,Phoenix,1/26/2000,Parts per billion,27.217391,40,Parts per million,0.01775,30,Parts per billion,3.363636,10,Parts per million,0.76087,
Maricopa,Phoenix,1/26/2000,Parts per billion,27.217391,40,Parts per million,0.01775,30,Parts per billion,3.363636,10,Parts per million,0.866667,16
Maricopa,Phoenix,1/26/2000,Parts per billion,27.217391,40,Parts per million,0.01775,30,Parts per billion,3.3,,Parts per million,0.76087,
Maricopa,Phoenix,1/26/2000,Parts per billion,27.217391,40,Parts per million,0.01775,30,Parts per billion,3.3,,Parts per million,0.866667,16
Maricopa,Phoenix,1/27/2000,Parts per billion,33.375,48,Parts per million,0.014,24,Parts per billion,3.684211,16,Parts per million,1.145833,
Maricopa,Phoenix,1/27/2000,Parts per billion,33.375,48,Parts per million,0.014,24,Parts per billion,3.684211,16,Parts per million,0.925,18
Maricopa,Phoenix,1/27/2000,Parts per billion,33.375,48,Parts per million,0.014,24,Parts per billion,4.48,,Parts per million,1.145833,
Maricopa,Phoenix,1/27/2000,Parts per billion,33.375,48,Parts per million,0.014,24,Parts per billion,4.48,,Parts per million,0.925,18
Maricopa,Phoenix,1/28/2000,Parts per billion,36.875,51,Parts per million,0.013,23,Parts per billion,3.952381,20,Parts per million,1.4375,
Maricopa,Phoenix,1/28/2000,Parts per billion,36.875,51,Parts per million,0.013,23,Parts per billion,3.952381,20,Parts per million,1.454167,22
Maricopa,Phoenix,1/28/2000,Parts per billion,36.875,51,Parts per million,0.013,23,Parts per billion,4.55,,Parts per million,1.4375,
Maricopa,Phoenix,1/28/2000,Parts per billion,36.875,51,Parts per million,0.013,23,Parts per billion,4.55,,Parts per million,1.454167,22
Maricopa,Phoenix,1/29/2000,Parts per billion,39.625,64,Parts per million,0.017083,31,Parts per billion,6.157895,24,Parts per million,2.025,
Maricopa,Phoenix,1/29/2000,Parts per billion,39.625,64,Parts per million,0.017083,31,Parts per billion,6.157895,24,Parts per million,1.708333,35
Maricopa,Phoenix,1/29/2000,Parts per billion,39.625,64,Parts per million,0.017083,31,Parts per billion,6.466667,,Parts per million,2.025,
Maricopa,Phoenix,1/29/2000,Parts per billion,39.625,64,Parts per million,0.017083,31,Parts per billion,6.466667,,Parts per million,1.708333,35
Maricopa,Phoenix,1/30/2000,Parts per billion,35.208333,54,Parts per million,0.01675,30,Parts per billion,2.45,14,Parts per million,1.2375,
Maricopa,Phoenix,1/30/2000,Parts per billion,35.208333,54,Parts per million,0.01675,30,Parts per billion,2.45,14,Parts per million,1.491667,43
Maricopa,Phoenix,1/30/2000,Parts per billion,35.208333,54,Parts per million,0.01675,30,Parts per billion,2.683333,,Parts per million,1.2375,
Maricopa,Phoenix,1/30/2000,Parts per billion,35.208333,54,Parts per million,0.01675,30,Parts per billion,2.683333,,Parts per million,1.491667,43
Maricopa,Phoenix,1/31/2000,Parts per billion,37.913043,50,Parts per million,0.012958,25,Parts per billion,3.315789,13,Parts per million,1.490909,
Maricopa,Phoenix,1/31/2000,Parts per billion,37.913043,50,Parts per million,0.012958,25,Parts per billion,3.315789,13,Parts per million,1.445833,27
Maricopa,Phoenix,1/31/2000,Parts per billion,37.913043,50,Parts per million,0.012958,25,Parts per billion,4.04,,Parts per million,1.490909,
Maricopa,Phoenix,1/31/2000,Parts per billion,37.913043,50,Parts per million,0.012958,25,Parts per billion,4.04,,Parts per million,1.445833,27
Maricopa,Phoenix,2/1/2000,Parts per billion,34.583333,52,Parts per million,0.018833,33,Parts per billion,4.047619,21,Parts per million,1.3375,
Maricopa,Phoenix,2/1/2000,Parts per billion,34.583333,52,Parts per million,0.018833,33,Parts per billion,4.047619,21,Parts per million,1.608333,30
Maricopa,Phoenix,2/1/2000,Parts per billion,34.583333,52,Parts per million,0.018833,33,Parts per billion,5.16,,Parts per million,1.3375,
Maricopa,Phoenix,2/1/2000,Parts per billion,34.583333,52,Parts per million,0.018833,33,Parts per billion,5.16,,Parts per million,1.608333,30
Maricopa,Phoenix,2/2/2000,Parts per billion,41.043478,62,Parts per million,0.016333,31,Parts per billion,5.73913,29,Parts per million,1.413043,
Maricopa,Phoenix,2/2/2000,Parts per billion,41.043478,62,Parts per million,0.016333,31,Parts per billion,5.73913,29,Parts per million,1.304167,28
Maricopa,Phoenix,2/2/2000,Parts per billion,41.043478,62,Parts per million,0.016333,31,Parts per billion,6.157143,,Parts per million,1.413043,
Maricopa,Phoenix,2/2/2000,Parts per billion,41.043478,62,Parts per million,0.016333,31,Parts per billion,6.157143,,Parts per million,1.304167,28
Maricopa,Phoenix,2/3/2000,Parts per billion,45.833333,69,Parts per million,0.015792,27,Parts per billion,5.791667,26,Parts per million,1.641667,
Maricopa,Phoenix,2/3/2000,Parts per billion,45.833333,69,Parts per million,0.015792,27,Parts per billion,5.791667,26,Parts per million,1.233333,36
Maricopa,Phoenix,2/3/2000,Parts per billion,45.833333,69,Parts per million,0.015792,27,Parts per billion,5.775,,Parts per million,1.641667,
Maricopa,Phoenix,2/3/2000,Parts per billion,45.833333,69,Parts per million,0.015792,27,Parts per billion,5.775,,Parts per million,1.233333,36
Maricopa,Phoenix,2/4/2000,Parts per billion,53.333333,91,Parts per million,0.012292,19,Parts per billion,8.166667,40,Parts per million,2.316667,
Maricopa,Phoenix,2/4/2000,Parts per billion,53.333333,91,Parts per million,0.012292,19,Parts per billion,8.166667,40,Parts per million,2.1125,48
Maricopa,Phoenix,2/4/2000,Parts per billion,53.333333,91,Parts per million,0.012292,19,Parts per billion,8.1375,,Parts per million,2.316667,
Maricopa,Phoenix,2/4/2000,Parts per billion,53.333333,91,Parts per million,0.012292,19,Parts per billion,8.1375,,Parts per million,2.1125,48
Maricopa,Phoenix,2/5/2000,Parts per billion,42.458333,65,Parts per million,0.017583,33,Parts per billion,4.333333,23,Parts per million,1.591667,
Maricopa,Phoenix,2/5/2000,Parts per billion,42.458333,65,Parts per million,0.017583,33,Parts per billion,4.333333,23,Parts per million,1.9625,56
Maricopa,Phoenix,2/5/2000,Parts per billion,42.458333,65,Parts per million,0.017583,33,Parts per billion,4.3125,,Parts per million,1.591667,
Maricopa,Phoenix,2/5/2000,Parts per billion,42.458333,65,Parts per million,0.017583,33,Parts per billion,4.3125,,Parts per million,1.9625,56
Maricopa,Phoenix,2/6/2000,Parts per billion,37.875,62,Parts per million,0.019208,36,Parts per billion,4.555556,17,Parts per million,1.658333,
Maricopa,Phoenix,2/6/2000,Parts per billion,37.875,62,Parts per million,0.019208,36,Parts per billion,4.555556,17,Parts per million,1.8,41
Maricopa,Phoenix,2/6/2000,Parts per billion,37.875,62,Parts per million,0.019208,36,Parts per billion,5.7,,Parts per million,1.658333,
Maricopa,Phoenix,2/6/2000,Parts per billion,37.875,62,Parts per million,0.019208,36,Parts per billion,5.7,,Parts per million,1.8,41
Maricopa,Phoenix,2/7/2000,Parts per billion,50.208333,72,Parts per million,0.015792,28,Parts per billion,8.55,27,Parts per million,2.341667,
Maricopa,Phoenix,2/7/2000,Parts per billion,50.208333,72,Parts per million,0.015792,28,Parts per billion,8.55,27,Parts per million,2.1,36
Maricopa,Phoenix,2/7/2000,Parts per billion,50.208333,72,Parts per million,0.015792,28,Parts per billion,9.416667,,Parts per million,2.341667,
Maricopa,Phoenix,2/7/2000,Parts per billion,50.208333,72,Parts per million,0.015792,28,Parts per billion,9.416667,,Parts per million,2.1,36
Maricopa,Phoenix,2/8/2000,Parts per billion,57.833333,88,Parts per million,0.01025,16,Parts per billion,7.217391,34,Parts per million,2.029167,
Maricopa,Phoenix,2/8/2000,Parts per billion,57.833333,88,Parts per million,0.01025,16,Parts per billion,7.217391,34,Parts per million,2.35,48
Maricopa,Phoenix,2/8/2000,Parts per billion,57.833333,88,Parts per million,0.01025,16,Parts per billion,7.671429,,Parts per million,2.029167,
Maricopa,Phoenix,2/8/2000,Parts per billion,57.833333,88,Parts per million,0.01025,16,Parts per billion,7.671429,,Parts per million,2.35,48
Maricopa,Phoenix,2/9/2000,Parts per billion,41.086957,52,Parts per million,0.0125,23,Parts per billion,4.428571,14,Parts per million,1.33913,
Maricopa,Phoenix,2/9/2000,Parts per billion,41.086957,52,Parts per million,0.0125,23,Parts per billion,4.428571,14,Parts per million,1.3875,23
Maricopa,Phoenix,2/9/2000,Parts per billion,41.086957,52,Parts per million,0.0125,23,Parts per billion,5.15,,Parts per million,1.33913,
Maricopa,Phoenix,2/9/2000,Parts per billion,41.086957,52,Parts per million,0.0125,23,Parts per billion,5.15,,Parts per million,1.3875,23
Maricopa,Phoenix,2/10/2000,Parts per billion,32.909091,45,Parts per million,0.015125,28,Parts per billion,2.894737,10,Parts per million,1.136364,
Maricopa,Phoenix,2/10/2000,Parts per billion,32.909091,45,Parts per million,0.015125,28,Parts per billion,2.894737,10,Parts per million,1.120833,19
Maricopa,Phoenix,2/10/2000,Parts per billion,32.909091,45,Parts per million,0.015125,28,Parts per billion,2.916667,,Parts per million,1.136364,
Maricopa,Phoenix,2/10/2000,Parts per billion,32.909091,45,Parts per million,0.015125,28,Parts per billion,2.916667,,Parts per million,1.120833,19
Maricopa,Phoenix,2/11/2000,Parts per billion,37.208333,51,Parts per million,0.014792,25,Parts per billion,2.3,13,Parts per million,1.154167,
Maricopa,Phoenix,2/11/2000,Parts per billion,37.208333,51,Parts per million,0.014792,25,Parts per billion,2.3,13,Parts per million,1.079167,18
Maricopa,Phoenix,2/11/2000,Parts per billion,37.208333,51,Parts per million,0.014792,25,Parts per billion,2.416667,,Parts per million,1.154167,
Maricopa,Phoenix,2/11/2000,Parts per billion,37.208333,51,Parts per million,0.014792,25,Parts per billion,2.416667,,Parts per million,1.079167,18
Maricopa,Phoenix,2/12/2000,Parts per billion,23.208333,45,Parts per million,0.023542,34,Parts per billion,1.133333,9,Parts per million,0.625,
Maricopa,Phoenix,2/12/2000,Parts per billion,23.208333,45,Parts per million,0.023542,34,Parts per billion,1.133333,9,Parts per million,0.879167,23
Maricopa,Phoenix,2/12/2000,Parts per billion,23.208333,45,Parts per million,0.023542,34,Parts per billion,1.375,,Parts per million,0.625,
Maricopa,Phoenix,2/12/2000,Parts per billion,23.208333,45,Parts per million,0.023542,34,Parts per billion,1.375,,Parts per million,0.879167,23
Maricopa,Phoenix,2/13/2000,Parts per billion,26.708333,41,Parts per million,0.019417,35,Parts per billion,1,4,Parts per million,0.795833,
Maricopa,Phoenix,2/13/2000,Parts per billion,26.708333,41,Parts per million,0.019417,35,Parts per billion,1,4,Parts per million,0.645833,11
Maricopa,Phoenix,2/13/2000,Parts per billion,26.708333,41,Parts per million,0.019417,35,Parts per billion,1.025,,Parts per million,0.795833,
Maricopa,Phoenix,2/13/2000,Parts per billion,26.708333,41,Parts per million,0.019417,35,Parts per billion,1.025,,Parts per million,0.645833,11
Maricopa,Phoenix,2/14/2000,Parts per billion,33.782609,48,Parts per million,0.014208,26,Parts per billion,2.65,19,Parts per million,1.204348,
Maricopa,Phoenix,2/14/2000,Parts per billion,33.782609,48,Parts per million,0.014208,26,Parts per billion,2.65,19,Parts per million,0.995833,22
Maricopa,Phoenix,2/14/2000,Parts per billion,33.782609,48,Parts per million,0.014208,26,Parts per billion,2.866667,,Parts per million,1.204348,
Maricopa,Phoenix,2/14/2000,Parts per billion,33.782609,48,Parts per million,0.014208,26,Parts per billion,2.866667,,Parts per million,0.995833,22
Maricopa,Phoenix,2/15/2000,Parts per billion,40.625,67,Parts per million,0.013167,25,Parts per billion,5.5,31,Parts per million,1.804167,
Maricopa,Phoenix,2/15/2000,Parts per billion,40.625,67,Parts per million,0.013167,25,Parts per billion,5.5,31,Parts per million,1.654167,33
Maricopa,Phoenix,2/15/2000,Parts per billion,40.625,67,Parts per million,0.013167,25,Parts per billion,5.475,,Parts per million,1.804167,
Maricopa,Phoenix,2/15/2000,Parts per billion,40.625,67,Parts per million,0.013167,25,Parts per billion,5.475,,Parts per million,1.654167,33
Maricopa,Phoenix,2/16/2000,Parts per billion,49.958333,72,Parts per million,0.006667,19,Parts per billion,6.333333,17,Parts per million,1.6625,
Maricopa,Phoenix,2/16/2000,Parts per billion,49.958333,72,Parts per million,0.006667,19,Parts per billion,6.333333,17,Parts per million,1.829167,35
Maricopa,Phoenix,2/16/2000,Parts per billion,49.958333,72,Parts per million,0.006667,19,Parts per billion,6.3125,,Parts per million,1.6625,
Maricopa,Phoenix,2/16/2000,Parts per billion,49.958333,72,Parts per million,0.006667,19,Parts per billion,6.3125,,Parts per million,1.829167,35
Maricopa,Phoenix,2/17/2000,Parts per billion,22.227273,48,Parts per million,0.025958,37,Parts per billion,1.190476,11,Parts per million,0.6,
Maricopa,Phoenix,2/17/2000,Parts per billion,22.227273,48,Parts per million,0.025958,37,Parts per billion,1.190476,11,Parts per million,0.829167,27
Maricopa,Phoenix,2/17/2000,Parts per billion,22.227273,48,Parts per million,0.025958,37,Parts per billion,1.383333,,Parts per million,0.6,
Maricopa,Phoenix,2/17/2000,Parts per billion,22.227273,48,Parts per million,0.025958,37,Parts per billion,1.383333,,Parts per million,0.829167,27
Maricopa,Phoenix,2/18/2000,Parts per billion,38.958333,56,Parts per million,0.012292,24,Parts per billion,3.166667,13,Parts per million,1.435,
Maricopa,Phoenix,2/18/2000,Parts per billion,38.958333,56,Parts per million,0.012292,24,Parts per billion,3.166667,13,Parts per million,1.323529,19
Maricopa,Phoenix,2/18/2000,Parts per billion,38.958333,56,Parts per million,0.012292,24,Parts per billion,3.1375,,Parts per million,1.435,
