county,city,date,no2_units,no2_mean,no2_aqi,o3_units,o3_mean,o3_aqi,so2_units,so2_mean,so2_aqi,co_units,co_mean,co_aqi
Maricopa,Phoenix,8/3/2000,Parts per billion,19.842105,41,Parts per million,0.037083,43,Parts per billion,0.208333,3,Parts per million,0.170833,3
Maricopa,Phoenix,8/3/2000,Parts per billion,19.842105,41,Parts per million,0.037083,43,Parts per billion,0.2,,Parts per million,0.181818,
Maricopa,Phoenix,8/3/2000,Parts per billion,19.842105,41,Parts per million,0.037083,43,Parts per billion,0.2,,Parts per million,0.170833,3
Maricopa,Phoenix,8/4/2000,Parts per billion,27.041667,45,Parts per million,0.032375,58,Parts per billion,0.956522,4,Parts per million,0.466667,
Maricopa,Phoenix,8/4/2000,Parts per billion,27.041667,45,Parts per million,0.032375,58,Parts per billion,0.956522,4,Parts per million,0.4125,9
Maricopa,Phoenix,8/4/2000,Parts per billion,27.041667,45,Parts per million,0.032375,58,Parts per billion,0.8,,Parts per million,0.466667,
Maricopa,Phoenix,8/4/2000,Parts per billion,27.041667,45,Parts per million,0.032375,58,Parts per billion,0.8,,Parts per million,0.4125,9
Maricopa,Phoenix,8/5/2000,Parts per billion,25.625,62,Parts per million,0.044792,87,Parts per billion,1.375,6,Parts per million,0.479167,
Maricopa,Phoenix,8/5/2000,Parts per billion,25.625,62,Parts per million,0.044792,87,Parts per billion,1.375,6,Parts per million,0.541667,11
Maricopa,Phoenix,8/5/2000,Parts per billion,25.625,62,Parts per million,0.044792,87,Parts per billion,1.3625,,Parts per million,0.479167,
Maricopa,Phoenix,8/5/2000,Parts per billion,25.625,62,Parts per million,0.044792,87,Parts per billion,1.3625,,Parts per million,0.541667,11
Maricopa,Phoenix,8/6/2000,Parts per billion,10.791667,21,Parts per million,0.050042,77,Parts per billion,0.583333,1,Parts per million,0.158333,
Maricopa,Phoenix,8/6/2000,Parts per billion,10.791667,21,Parts per million,0.050042,77,Parts per billion,0.583333,1,Parts per million,0.175,2
Maricopa,Phoenix,8/6/2000,Parts per billion,10.791667,21,Parts per million,0.050042,77,Parts per billion,0.575,,Parts per million,0.158333,
Maricopa,Phoenix,8/6/2000,Parts per billion,10.791667,21,Parts per million,0.050042,77,Parts per billion,0.575,,Parts per million,0.175,2
Maricopa,Phoenix,8/7/2000,Parts per billion,15.25,38,Parts per million,0.044708,51,Parts per billion,1,1,Parts per million,0.195833,
Maricopa,Phoenix,8/7/2000,Parts per billion,15.25,38,Parts per million,0.044708,51,Parts per billion,1,1,Parts per million,0.204167,3
Maricopa,Phoenix,8/7/2000,Parts per billion,15.25,38,Parts per million,0.044708,51,Parts per billion,1,,Parts per million,0.195833,
Maricopa,Phoenix,8/7/2000,Parts per billion,15.25,38,Parts per million,0.044708,51,Parts per billion,1,,Parts per million,0.204167,3
Maricopa,Phoenix,8/8/2000,Parts per billion,26.541667,51,Parts per million,0.038208,64,Parts per billion,1.541667,7,Parts per million,0.333333,
Maricopa,Phoenix,8/8/2000,Parts per billion,26.541667,51,Parts per million,0.038208,64,Parts per billion,1.541667,7,Parts per million,0.3,5
Maricopa,Phoenix,8/8/2000,Parts per billion,26.541667,51,Parts per million,0.038208,64,Parts per billion,1.525,,Parts per million,0.333333,
Maricopa,Phoenix,8/8/2000,Parts per billion,26.541667,51,Parts per million,0.038208,64,Parts per billion,1.525,,Parts per million,0.3,5
Maricopa,Phoenix,8/9/2000,Parts per billion,25.5,48,Parts per million,0.044708,77,Parts per billion,2.25,6,Parts per million,0.325,
Maricopa,Phoenix,8/9/2000,Parts per billion,25.5,48,Parts per million,0.044708,77,Parts per billion,2.25,6,Parts per million,0.354167,6
Maricopa,Phoenix,8/9/2000,Parts per billion,25.5,48,Parts per million,0.044708,77,Parts per billion,2.225,,Parts per million,0.325,
Maricopa,Phoenix,8/9/2000,Parts per billion,25.5,48,Parts per million,0.044708,77,Parts per billion,2.225,,Parts per million,0.354167,6
Maricopa,Phoenix,8/10/2000,Parts per billion,25.869565,60,Parts per million,0.049292,132,Parts per billion,3.434783,13,Parts per million,0.373913,
Maricopa,Phoenix,8/10/2000,Parts per billion,25.869565,60,Parts per million,0.049292,132,Parts per billion,3.434783,13,Parts per million,0.3125,7
Maricopa,Phoenix,8/10/2000,Parts per billion,25.869565,60,Parts per million,0.049292,132,Parts per billion,3.442857,,Parts per million,0.373913,
Maricopa,Phoenix,8/10/2000,Parts per billion,25.869565,60,Parts per million,0.049292,132,Parts per billion,3.442857,,Parts per million,0.3125,7
Maricopa,Phoenix,8/11/2000,Parts per billion,20.083333,42,Parts per million,0.039667,49,Parts per billion,3.75,13,Parts per million,0.225,
Maricopa,Phoenix,8/11/2000,Parts per billion,20.083333,42,Parts per million,0.039667,49,Parts per billion,3.75,13,Parts per million,0.320833,7
Maricopa,Phoenix,8/11/2000,Parts per billion,20.083333,42,Parts per million,0.039667,49,Parts per billion,3.725,,Parts per million,0.225,
Maricopa,Phoenix,8/11/2000,Parts per billion,20.083333,42,Parts per million,0.039667,49,Parts per billion,3.725,,Parts per million,0.320833,7
Maricopa,Phoenix,8/12/2000,Parts per billion,14.875,25,Parts per million,0.047667,97,Parts per billion,3.458333,6,Parts per million,0.229167,
Maricopa,Phoenix,8/12/2000,Parts per billion,14.875,25,Parts per million,0.047667,97,Parts per billion,3.458333,6,Parts per million,0.2125,3
Maricopa,Phoenix,8/12/2000,Parts per billion,14.875,25,Parts per million,0.047667,97,Parts per billion,3.45,,Parts per million,0.229167,
Maricopa,Phoenix,8/12/2000,Parts per billion,14.875,25,Parts per million,0.047667,97,Parts per billion,3.45,,Parts per million,0.2125,3
Maricopa,Phoenix,8/13/2000,Parts per billion,12.666667,28,Parts per million,0.048167,87,Parts per billion,4.083333,7,Parts per million,0.208333,
Maricopa,Phoenix,8/13/2000,Parts per billion,12.666667,28,Parts per million,0.048167,87,Parts per billion,4.083333,7,Parts per million,0.220833,5
Maricopa,Phoenix,8/13/2000,Parts per billion,12.666667,28,Parts per million,0.048167,87,Parts per billion,4.075,,Parts per million,0.208333,
Maricopa,Phoenix,8/13/2000,Parts per billion,12.666667,28,Parts per million,0.048167,87,Parts per billion,4.075,,Parts per million,0.220833,5
Maricopa,Phoenix,8/14/2000,Parts per billion,22.952381,44,Parts per million,0.041125,90,Parts per billion,3.5,10,Parts per million,0.313043,
Maricopa,Phoenix,8/14/2000,Parts per billion,22.952381,44,Parts per million,0.041125,90,Parts per billion,3.5,10,Parts per million,0.3375,7
Maricopa,Phoenix,8/14/2000,Parts per billion,22.952381,44,Parts per million,0.041125,90,Parts per billion,3.85,,Parts per million,0.313043,
Maricopa,Phoenix,8/14/2000,Parts per billion,22.952381,44,Parts per million,0.041125,90,Parts per billion,3.85,,Parts per million,0.3375,7
Maricopa,Phoenix,8/15/2000,Parts per billion,21.125,42,Parts per million,0.039542,61,Parts per billion,0.409091,1,Parts per million,0.258333,
Maricopa,Phoenix,8/15/2000,Parts per billion,21.125,42,Parts per million,0.039542,61,Parts per billion,0.409091,1,Parts per million,0.270833,6
Maricopa,Phoenix,8/15/2000,Parts per billion,21.125,42,Parts per million,0.039542,61,Parts per billion,0.371429,,Parts per million,0.258333,
Maricopa,Phoenix,8/15/2000,Parts per billion,21.125,42,Parts per million,0.039542,61,Parts per billion,0.371429,,Parts per million,0.270833,6
Maricopa,Phoenix,8/16/2000,Parts per billion,21.208333,41,Parts per million,0.044958,100,Parts per billion,0,0,Parts per million,0.245833,
Maricopa,Phoenix,8/16/2000,Parts per billion,21.208333,41,Parts per million,0.044958,100,Parts per billion,0,0,Parts per million,0.233333,5
Maricopa,Phoenix,8/16/2000,Parts per billion,21.208333,41,Parts per million,0.044958,100,Parts per billion,0,,Parts per million,0.245833,
Maricopa,Phoenix,8/16/2000,Parts per billion,21.208333,41,Parts per million,0.044958,100,Parts per billion,0,,Parts per million,0.233333,5
Maricopa,Phoenix,8/17/2000,Parts per billion,16.380952,39,Parts per million,0.029792,36,Parts per billion,0.05,1,Parts per million,0.319048,
Maricopa,Phoenix,8/17/2000,Parts per billion,16.380952,39,Parts per million,0.029792,36,Parts per billion,0.05,1,Parts per million,0.308333,5
Maricopa,Phoenix,8/17/2000,Parts per billion,16.380952,39,Parts per million,0.029792,36,Parts per billion,0.06,,Parts per million,0.319048,
Maricopa,Phoenix,8/17/2000,Parts per billion,16.380952,39,Parts per million,0.029792,36,Parts per billion,0.06,,Parts per million,0.308333,5
Maricopa,Phoenix,8/18/2000,Parts per billion,24,50,Parts per million,0.038708,58,Parts per billion,0.619048,7,Parts per million,0.540909,
Maricopa,Phoenix,8/18/2000,Parts per billion,24,50,Parts per million,0.038708,58,Parts per billion,0.619048,7,Parts per million,0.504167,7
Maricopa,Phoenix,8/18/2000,Parts per billion,24,50,Parts per million,0.038708,58,Parts per billion,0.614286,,Parts per million,0.540909,
Maricopa,Phoenix,8/18/2000,Parts per billion,24,50,Parts per million,0.038708,58,Parts per billion,0.614286,,Parts per million,0.504167,7
Maricopa,Phoenix,8/19/2000,Parts per billion,26.208333,57,Parts per million,0.03775,101,Parts per billion,0.5,4,Parts per million,0.741667,
Maricopa,Phoenix,8/19/2000,Parts per billion,26.208333,57,Parts per million,0.03775,101,Parts per billion,0.5,4,Parts per million,0.658333,11
Maricopa,Phoenix,8/19/2000,Parts per billion,26.208333,57,Parts per million,0.03775,101,Parts per billion,0.475,,Parts per million,0.741667,
Maricopa,Phoenix,8/19/2000,Parts per billion,26.208333,57,Parts per million,0.03775,101,Parts per billion,0.475,,Parts per million,0.658333,11
Maricopa,Phoenix,8/20/2000,Parts per billion,21.375,44,Parts per million,0.033958,61,Parts per billion,0.166667,3,Parts per million,0.654167,
Maricopa,Phoenix,8/20/2000,Parts per billion,21.375,44,Parts per million,0.033958,61,Parts per billion,0.166667,3,Parts per million,0.725,14
Maricopa,Phoenix,8/20/2000,Parts per billion,21.375,44,Parts per million,0.033958,61,Parts per billion,0.1625,,Parts per million,0.654167,
Maricopa,Phoenix,8/20/2000,Parts per billion,21.375,44,Parts per million,0.033958,61,Parts per billion,0.1625,,Parts per million,0.725,14
Maricopa,Phoenix,8/21/2000,Parts per billion,27.833333,48,Parts per million,0.025208,47,Parts per billion,0.583333,9,Parts per million,0.704167,
Maricopa,Phoenix,8/21/2000,Parts per billion,27.833333,48,Parts per million,0.025208,47,Parts per billion,0.583333,9,Parts per million,0.7,10
Maricopa,Phoenix,8/21/2000,Parts per billion,27.833333,48,Parts per million,0.025208,47,Parts per billion,0.575,,Parts per million,0.704167,
Maricopa,Phoenix,8/21/2000,Parts per billion,27.833333,48,Parts per million,0.025208,47,Parts per billion,0.575,,Parts per million,0.7,10
Maricopa,Phoenix,8/22/2000,Parts per billion,27.458333,45,Parts per million,0.036292,45,Parts per billion,0.375,4,Parts per million,0.6,
Maricopa,Phoenix,8/22/2000,Parts per billion,27.458333,45,Parts per million,0.036292,45,Parts per billion,0.375,4,Parts per million,0.704167,10
Maricopa,Phoenix,8/22/2000,Parts per billion,27.458333,45,Parts per million,0.036292,45,Parts per billion,0.3625,,Parts per million,0.6,
Maricopa,Phoenix,8/22/2000,Parts per billion,27.458333,45,Parts per million,0.036292,45,Parts per billion,0.3625,,Parts per million,0.704167,10
Maricopa,Phoenix,8/23/2000,Parts per billion,26,56,Parts per million,0.037458,47,Parts per billion,0.208333,3,Parts per million,0.604167,
Maricopa,Phoenix,8/23/2000,Parts per billion,26,56,Parts per million,0.037458,47,Parts per billion,0.208333,3,Parts per million,0.516667,9
Maricopa,Phoenix,8/23/2000,Parts per billion,26,56,Parts per million,0.037458,47,Parts per billion,0.2,,Parts per million,0.604167,
Maricopa,Phoenix,8/23/2000,Parts per billion,26,56,Parts per million,0.037458,47,Parts per billion,0.2,,Parts per million,0.516667,9
Maricopa,Phoenix,8/24/2000,Parts per billion,25.142857,49,Parts per million,0.046375,93,Parts per billion,0.190476,1,Parts per million,0.468182,
Maricopa,Phoenix,8/24/2000,Parts per billion,25.142857,49,Parts per million,0.046375,93,Parts per billion,0.190476,1,Parts per million,0.570833,9
Maricopa,Phoenix,8/24/2000,Parts per billion,25.142857,49,Parts per million,0.046375,93,Parts per billion,0.1,,Parts per million,0.468182,
Maricopa,Phoenix,8/24/2000,Parts per billion,25.142857,49,Parts per million,0.046375,93,Parts per billion,0.1,,Parts per million,0.570833,9
Maricopa,Phoenix,8/25/2000,Parts per billion,24,43,Parts per million,0.034292,58,Parts per billion,0.333333,1,Parts per million,0.466667,
Maricopa,Phoenix,8/25/2000,Parts per billion,24,43,Parts per million,0.034292,58,Parts per billion,0.333333,1,Parts per million,0.4375,7
Maricopa,Phoenix,8/25/2000,Parts per billion,24,43,Parts per million,0.034292,58,Parts per billion,0.325,,Parts per million,0.466667,
Maricopa,Phoenix,8/25/2000,Parts per billion,24,43,Parts per million,0.034292,58,Parts per billion,0.325,,Parts per million,0.4375,7
Maricopa,Phoenix,8/26/2000,Parts per billion,23.291667,45,Parts per million,0.040667,80,Parts per billion,0.458333,3,Parts per million,0.566667,
Maricopa,Phoenix,8/26/2000,Parts per billion,23.291667,45,Parts per million,0.040667,80,Parts per billion,0.458333,3,Parts per million,0.5875,11
Maricopa,Phoenix,8/26/2000,Parts per billion,23.291667,45,Parts per million,0.040667,80,Parts per billion,0.425,,Parts per million,0.566667,
Maricopa,Phoenix,8/26/2000,Parts per billion,23.291667,45,Parts per million,0.040667,80,Parts per billion,0.425,,Parts per million,0.5875,11
Maricopa,Phoenix,8/27/2000,Parts per billion,14.5,26,Parts per million,0.03875,45,Parts per billion,0.25,3,Parts per million,0.383333,
Maricopa,Phoenix,8/27/2000,Parts per billion,14.5,26,Parts per million,0.03875,45,Parts per billion,0.25,3,Parts per million,0.408333,6
Maricopa,Phoenix,8/27/2000,Parts per billion,14.5,26,Parts per million,0.03875,45,Parts per billion,0.2375,,Parts per million,0.383333,
Maricopa,Phoenix,8/27/2000,Parts per billion,14.5,26,Parts per million,0.03875,45,Parts per billion,0.2375,,Parts per million,0.408333,6
Maricopa,Phoenix,8/28/2000,Parts per billion,22.608696,41,Parts per million,0.035625,51,Parts per billion,0.181818,1,Parts per million,0.486957,
Maricopa,Phoenix,8/28/2000,Parts per billion,22.608696,41,Parts per million,0.035625,51,Parts per billion,0.181818,1,Parts per million,0.483333,7
Maricopa,Phoenix,8/28/2000,Parts per billion,22.608696,41,Parts per million,0.035625,51,Parts per billion,0.142857,,Parts per million,0.486957,
Maricopa,Phoenix,8/28/2000,Parts per billion,22.608696,41,Parts per million,0.035625,51,Parts per billion,0.142857,,Parts per million,0.483333,7
Maricopa,Phoenix,8/29/2000,Parts per billion,19.166667,36,Parts per million,0.018125,27,Parts per billion,0,0,Parts per million,0.433333,
Maricopa,Phoenix,8/29/2000,Parts per billion,19.166667,36,Parts per million,0.018125,27,Parts per billion,0,0,Parts per million,0.4125,6
Maricopa,Phoenix,8/29/2000,Parts per billion,19.166667,36,Parts per million,0.018125,27,Parts per billion,0,,Parts per million,0.433333,
Maricopa,Phoenix,8/29/2000,Parts per billion,19.166667,36,Parts per million,0.018125,27,Parts per billion,0,,Parts per million,0.4125,6
Maricopa,Phoenix,8/30/2000,Parts per billion,24.25,41,Parts per million,0.02175,37,Parts per billion,0.791667,4,Parts per million,0.583333,
Maricopa,Phoenix,8/30/2000,Parts per billion,24.25,41,Parts per million,0.02175,37,Parts per billion,0.791667,4,Parts per million,0.579167,9
Maricopa,Phoenix,8/30/2000,Parts per billion,24.25,41,Parts per million,0.02175,37,Parts per billion,0.775,,Parts per million,0.583333,
Maricopa,Phoenix,8/30/2000,Parts per billion,24.25,41,Parts per million,0.02175,37,Parts per billion,0.775,,Parts per million,0.579167,9
Maricopa,Phoenix,8/31/2000,Parts per billion,28.363636,55,Parts per million,0.020417,36,Parts per billion,0.625,3,Parts per million,0.608696,
Maricopa,Phoenix,8/31/2000,Parts per billion,28.363636,55,Parts per million,0.020417,36,Parts per billion,0.625,3,Parts per million,0.570833,8
Maricopa,Phoenix,8/31/2000,Parts per billion,28.363636,55,Parts per million,0.020417,36,Parts per billion,0.6,,Parts per million,0.608696,
Maricopa,Phoenix,8/31/2000,Parts per billion,28.363636,55,Parts per million,0.020417,36,Parts per billion,0.6,,Parts per million,0.570833,8
Maricopa,Phoenix,9/1/2000,Parts per billion,28.727273,41,Parts per million,0.009208,20,Parts per billion,1.681818,11,Parts per million,0.954167,
Maricopa,Phoenix,9/1/2000,Parts per billion,28.727273,41,Parts per million,0.009208,20,Parts per billion,1.681818,11,Parts per million,0.766667,18
Maricopa,Phoenix,9/1/2000,Parts per billion,28.727273,41,Parts per million,0.009208,20,Parts per billion,1.683333,,Parts per million,0.954167,
Maricopa,Phoenix,9/1/2000,Parts per billion,28.727273,41,Parts per million,0.009208,20,Parts per billion,1.683333,,Parts per million,0.766667,18
Maricopa,Phoenix,9/2/2000,Parts per billion,24.666667,41,Parts per million,0.016958,36,Parts per billion,2.208333,14,Parts per million,1.1375,
Maricopa,Phoenix,9/2/2000,Parts per billion,24.666667,41,Parts per million,0.016958,36,Parts per billion,2.208333,14,Parts per million,1.2125,31
Maricopa,Phoenix,9/2/2000,Parts per billion,24.666667,41,Parts per million,0.016958,36,Parts per billion,2.1875,,Parts per million,1.1375,
Maricopa,Phoenix,9/2/2000,Parts per billion,24.666667,41,Parts per million,0.016958,36,Parts per billion,2.1875,,Parts per million,1.2125,31
Maricopa,Phoenix,9/3/2000,Parts per billion,21.791667,43,Parts per million,0.01775,34,Parts per billion,1.791667,9,Parts per million,0.95,
Maricopa,Phoenix,9/3/2000,Parts per billion,21.791667,43,Parts per million,0.01775,34,Parts per billion,1.791667,9,Parts per million,0.945833,23
Maricopa,Phoenix,9/3/2000,Parts per billion,21.791667,43,Parts per million,0.01775,34,Parts per billion,1.7625,,Parts per million,0.95,
Maricopa,Phoenix,9/3/2000,Parts per billion,21.791667,43,Parts per million,0.01775,34,Parts per billion,1.7625,,Parts per million,0.945833,23
Maricopa,Phoenix,9/4/2000,Parts per billion,26.291667,49,Parts per million,0.022583,47,Parts per billion,2.166667,9,Parts per million,1.095833,
Maricopa,Phoenix,9/4/2000,Parts per billion,26.291667,49,Parts per million,0.022583,47,Parts per billion,2.166667,9,Parts per million,1.0875,24
Maricopa,Phoenix,9/4/2000,Parts per billion,26.291667,49,Parts per million,0.022583,47,Parts per billion,2.1375,,Parts per million,1.095833,
Maricopa,Phoenix,9/4/2000,Parts per billion,26.291667,49,Parts per million,0.022583,47,Parts per billion,2.1375,,Parts per million,1.0875,24
Maricopa,Phoenix,9/5/2000,Parts per billion,36.208333,48,Parts per million,0.015667,34,Parts per billion,2.666667,13,Parts per million,1.025,
Maricopa,Phoenix,9/5/2000,Parts per billion,36.208333,48,Parts per million,0.015667,34,Parts per billion,2.666667,13,Parts per million,1.154167,22
Maricopa,Phoenix,9/5/2000,Parts per billion,36.208333,48,Parts per million,0.015667,34,Parts per billion,2.6125,,Parts per million,1.025,
Maricopa,Phoenix,9/5/2000,Parts per billion,36.208333,48,Parts per million,0.015667,34,Parts per billion,2.6125,,Parts per million,1.154167,22
Maricopa,Phoenix,9/6/2000,Parts per billion,27.041667,41,Parts per million,0.0165,32,Parts per billion,0.863636,6,Parts per million,0.616667,
Maricopa,Phoenix,9/6/2000,Parts per billion,27.041667,41,Parts per million,0.0165,32,Parts per billion,0.863636,6,Parts per million,0.675,10
Maricopa,Phoenix,9/6/2000,Parts per billion,27.041667,41,Parts per million,0.0165,32,Parts per billion,1.033333,,Parts per million,0.616667,
Maricopa,Phoenix,9/6/2000,Parts per billion,27.041667,41,Parts per million,0.0165,32,Parts per billion,1.033333,,Parts per million,0.675,10
Maricopa,Phoenix,9/7/2000,Parts per billion,35.238095,55,Parts per million,0.019708,48,Parts per billion,1.791667,9,Parts per million,0.822727,
Maricopa,Phoenix,9/7/2000,Parts per billion,35.238095,55,Parts per million,0.019708,48,Parts per billion,1.791667,9,Parts per million,0.795833,14
Maricopa,Phoenix,9/7/2000,Parts per billion,35.238095,55,Parts per million,0.019708,48,Parts per billion,1.775,,Parts per million,0.822727,
Maricopa,Phoenix,9/7/2000,Parts per billion,35.238095,55,Parts per million,0.019708,48,Parts per billion,1.775,,Parts per million,0.795833,14
Maricopa,Phoenix,9/8/2000,Parts per billion,29.166667,40,Parts per million,0.018208,39,Parts per billion,0.916667,4,Parts per million,0.6,
Maricopa,Phoenix,9/8/2000,Parts per billion,29.166667,40,Parts per million,0.018208,39,Parts per billion,0.916667,4,Parts per million,0.6125,10
Maricopa,Phoenix,9/8/2000,Parts per billion,29.166667,40,Parts per million,0.018208,39,Parts per billion,0.9125,,Parts per million,0.6,
Maricopa,Phoenix,9/8/2000,Parts per billion,29.166667,40,Parts per million,0.018208,39,Parts per billion,0.9125,,Parts per million,0.6125,10
Maricopa,Phoenix,9/9/2000,Parts per billion,26.875,55,Parts per million,0.021917,44,Parts per billion,0.875,3,Parts per million,0.75,
Maricopa,Phoenix,9/9/2000,Parts per billion,26.875,55,Parts per million,0.021917,44,Parts per billion,0.875,3,Parts per million,0.708333,11
Maricopa,Phoenix,9/9/2000,Parts per billion,26.875,55,Parts per million,0.021917,44,Parts per billion,0.85,,Parts per million,0.75,
Maricopa,Phoenix,9/9/2000,Parts per billion,26.875,55,Parts per million,0.021917,44,Parts per billion,0.85,,Parts per million,0.708333,11
Maricopa,Phoenix,9/10/2000,Parts per billion,17.625,35,Parts per million,0.030625,67,Parts per billion,0.291667,1,Parts per million,0.475,
Maricopa,Phoenix,9/10/2000,Parts per billion,17.625,35,Parts per million,0.030625,67,Parts per billion,0.291667,1,Parts per million,0.570833,13
Maricopa,Phoenix,9/10/2000,Parts per billion,17.625,35,Parts per million,0.030625,67,Parts per billion,0.2625,,Parts per million,0.475,
Maricopa,Phoenix,9/10/2000,Parts per billion,17.625,35,Parts per million,0.030625,67,Parts per billion,0.2625,,Parts per million,0.570833,13
Maricopa,Phoenix,9/11/2000,Parts per billion,25.85,39,Parts per million,0.017292,35,Parts per billion,1.043478,6,Parts per million,0.669565,
Maricopa,Phoenix,9/11/2000,Parts per billion,25.85,39,Parts per million,0.017292,35,Parts per billion,1.043478,6,Parts per million,0.6,11
Maricopa,Phoenix,9/11/2000,Parts per billion,25.85,39,Parts per million,0.017292,35,Parts per billion,1.014286,,Parts per million,0.669565,
Maricopa,Phoenix,9/11/2000,Parts per billion,25.85,39,Parts per million,0.017292,35,Parts per billion,1.014286,,Parts per million,0.6,11
Maricopa,Phoenix,9/12/2000,Parts per billion,32,55,Parts per million,0.018458,41,Parts per billion,1.958333,9,Parts per million,0.945833,
Maricopa,Phoenix,9/12/2000,Parts per billion,32,55,Parts per million,0.018458,41,Parts per billion,1.958333,9,Parts per million,0.841667,15
Maricopa,Phoenix,9/12/2000,Parts per billion,32,55,Parts per million,0.018458,41,Parts per billion,1.925,,Parts per million,0.945833,
Maricopa,Phoenix,9/12/2000,Parts per billion,32,55,Parts per million,0.018458,41,Parts per billion,1.925,,Parts per million,0.841667,15
Maricopa,Phoenix,9/13/2000,Parts per billion,40.541667,71,Parts per million,0.007,20,Parts per billion,2.681818,13,Parts per million,1.28,
Maricopa,Phoenix,9/13/2000,Parts per billion,40.541667,71,Parts per million,0.007,20,Parts per billion,2.681818,13,Parts per million,1.482353,24
Maricopa,Phoenix,9/13/2000,Parts per billion,40.541667,71,Parts per million,0.007,20,Parts per billion,2.728571,,Parts per million,1.28,
Maricopa,Phoenix,9/13/2000,Parts per billion,40.541667,71,Parts per million,0.007,20,Parts per billion,2.728571,,Parts per million,1.482353,24
Maricopa,Phoenix,9/14/2000,Parts per billion,37.666667,56,Parts per million,0.02275,45,Parts per billion,2.625,9,Parts per million,0.6625,
Maricopa,Phoenix,9/14/2000,Parts per billion,37.666667,56,Parts per million,0.02275,45,Parts per billion,2.625,9,Parts per million,0.754167,16
Maricopa,Phoenix,9/14/2000,Parts per billion,37.666667,56,Parts per million,0.02275,45,Parts per billion,2.6,,Parts per million,0.6625,
Maricopa,Phoenix,9/14/2000,Parts per billion,37.666667,56,Parts per million,0.02275,45,Parts per billion,2.6,,Parts per million,0.754167,16
Maricopa,Phoenix,9/15/2000,Parts per billion,37.190476,58,Parts per million,0.022625,45,Parts per billion,2.416667,11,Parts per million,0.820833,
Maricopa,Phoenix,9/15/2000,Parts per billion,37.190476,58,Parts per million,0.022625,45,Parts per billion,2.416667,11,Parts per million,0.7125,15
Maricopa,Phoenix,9/15/2000,Parts per billion,37.190476,58,Parts per million,0.022625,45,Parts per billion,2.3875,,Parts per million,0.820833,
Maricopa,Phoenix,9/15/2000,Parts per billion,37.190476,58,Parts per million,0.022625,45,Parts per billion,2.3875,,Parts per million,0.7125,15
Maricopa,Phoenix,9/16/2000,Parts per billion,34.708333,78,Parts per million,0.0325,101,Parts per billion,1.333333,7,Parts per million,0.670833,
Maricopa,Phoenix,9/16/2000,Parts per billion,34.708333,78,Parts per million,0.0325,101,Parts per billion,1.333333,7,Parts per million,0.666667,17
Maricopa,Phoenix,9/16/2000,Parts per billion,34.708333,78,Parts per million,0.0325,101,Parts per billion,1.2875,,Parts per million,0.670833,
Maricopa,Phoenix,9/16/2000,Parts per billion,34.708333,78,Parts per million,0.0325,101,Parts per billion,1.2875,,Parts per million,0.666667,17
Maricopa,Phoenix,9/17/2000,Parts per billion,24.375,60,Parts per million,0.029208,48,Parts per billion,0.708333,4,Parts per million,0.420833,
Maricopa,Phoenix,9/17/2000,Parts per billion,24.375,60,Parts per million,0.029208,48,Parts per billion,0.708333,4,Parts per million,0.554167,17
Maricopa,Phoenix,9/17/2000,Parts per billion,24.375,60,Parts per million,0.029208,48,Parts per billion,0.6875,,Parts per million,0.420833,
Maricopa,Phoenix,9/17/2000,Parts per billion,24.375,60,Parts per million,0.029208,48,Parts per billion,0.6875,,Parts per million,0.554167,17
Maricopa,Phoenix,9/18/2000,Parts per billion,16.125,27,Parts per million,0.024583,36,Parts per billion,0.291667,1,Parts per million,0.241667,
Maricopa,Phoenix,9/18/2000,Parts per billion,16.125,27,Parts per million,0.024583,36,Parts per billion,0.291667,1,Parts per million,0.375,9
Maricopa,Phoenix,9/18/2000,Parts per billion,16.125,27,Parts per million,0.024583,36,Parts per billion,0.275,,Parts per million,0.241667,
Maricopa,Phoenix,9/18/2000,Parts per billion,16.125,27,Parts per million,0.024583,36,Parts per billion,0.275,,Parts per million,0.375,9
Maricopa,Phoenix,9/19/2000,Parts per billion,28.916667,52,Parts per million,0.022958,45,Parts per billion,1.541667,10,Parts per million,0.616667,
Maricopa,Phoenix,9/19/2000,Parts per billion,28.916667,52,Parts per million,0.022958,45,Parts per billion,1.541667,10,Parts per million,0.404167,13
Maricopa,Phoenix,9/19/2000,Parts per billion,28.916667,52,Parts per million,0.022958,45,Parts per billion,1.5,,Parts per million,0.616667,
Maricopa,Phoenix,9/19/2000,Parts per billion,28.916667,52,Parts per million,0.022958,45,Parts per billion,1.5,,Parts per million,0.404167,13
Maricopa,Phoenix,9/20/2000,Parts per billion,26.3,47,Parts per million,0.013,24,Parts per billion,0.863636,4,Parts per million,0.515,
Maricopa,Phoenix,9/20/2000,Parts per billion,26.3,47,Parts per million,0.013,24,Parts per billion,0.863636,4,Parts per million,0.741176,15
Maricopa,Phoenix,9/20/2000,Parts per billion,26.3,47,Parts per million,0.013,24,Parts per billion,0.916667,,Parts per million,0.515,
Maricopa,Phoenix,9/20/2000,Parts per billion,26.3,47,Parts per million,0.013,24,Parts per billion,0.916667,,Parts per million,0.741176,15
Maricopa,Phoenix,9/21/2000,Parts per billion,17.916667,31,Parts per million,0.018625,33,Parts per billion,1.444444,4,Parts per million,0.342105,
